FID,region,prefecture,commune,canton,operateur,operateur_unitaire,lon,lat
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e3b,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.221672,10.875102
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e3c,Savanes,Oti,Oti 2,Nagbéni,"Moov, Togocom",Moov,0.470258,10.69672
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e3c,Savanes,Oti,Oti 2,Nagbéni,"Moov, Togocom",Togocom,0.470258,10.69672
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e3d,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.20746,10.86953
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e3d,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.20746,10.86953
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e3e,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.22114,10.874993
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e3f,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.19098,10.876264
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e3f,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.19098,10.876264
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e40,Maritime,Zio,Zio 1,Tsévié,Nsp,Non renseigne,1.200732,6.437002
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e41,Savanes,Oti,Oti 2,Nagbéni,"Moov, Togocom",Moov,0.473038,10.687832
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e41,Savanes,Oti,Oti 2,Nagbéni,"Moov, Togocom",Togocom,0.473038,10.687832
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e42,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.196325,10.875168
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e42,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.196325,10.875168
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e43,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov,Moov,0.359343,10.71834
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e44,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.207675,10.868655
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e45,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.221599,10.874253
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e45,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.221599,10.874253
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e46,Savanes,Tandjoaré,Tandjoaré 2,Nano,"Moov, Togocom",Moov,0.069497,10.722923
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e46,Savanes,Tandjoaré,Tandjoaré 2,Nano,"Moov, Togocom",Togocom,0.069497,10.722923
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e47,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.218782,10.871692
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e48,Savanes,Oti,Oti 2,Nagbéni,Moov,Moov,0.46308,10.68119
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e49,Maritime,Yoto,Yoto 1,Tabligbo,Moov,Moov,1.504117,6.598895
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e4a,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.197273,10.875887
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e4a,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.197273,10.875887
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e4b,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Moov,Moov,0.359745,10.71626
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e4c,Maritime,Yoto,Yoto 1,Tabligbo,"Moov, Togocom",Moov,1.50349,6.597275
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e4c,Maritime,Yoto,Yoto 1,Tabligbo,"Moov, Togocom",Togocom,1.50349,6.597275
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e4d,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.20111,10.84818
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e4d,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.20111,10.84818
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e4e,Maritime,Zio,Zio 1,Abobo,"Moov, Togocom",Moov,1.284052,6.270523
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e4e,Maritime,Zio,Zio 1,Abobo,"Moov, Togocom",Togocom,1.284052,6.270523
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e4f,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.218023,10.875515
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e50,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Moov,0.359943,10.714603
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e50,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Togocom,0.359943,10.714603
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e51,Maritime,Zio,Zio 1,Djagblé,Togocom,Togocom,1.278881,6.248762
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e52,Savanes,Tandjoaré,Tandjoaré 2,Nano,"Moov, Togocom",Moov,0.046185,10.743128
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e52,Savanes,Tandjoaré,Tandjoaré 2,Nano,"Moov, Togocom",Togocom,0.046185,10.743128
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e53,Savanes,Oti,Oti 2,Loko,Togocom,Togocom,0.259568,10.583775
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e54,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.201122,10.848207
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e54,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.201122,10.848207
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e55,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.194755,10.872595
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e55,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.194755,10.872595
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e56,Maritime,Avé,Avé 1,Zolo,"Moov, Togocom",Moov,0.882487,6.376205
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e56,Maritime,Avé,Avé 1,Zolo,"Moov, Togocom",Togocom,0.882487,6.376205
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e57,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.19941,10.884585
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e58,Maritime,Yoto,Yoto 1,Tabligbo,Togocom,Togocom,1.509729,6.601655
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e59,Savanes,Oti-Sud,Oti-Sud 1,Gando,"Moov, Togocom",Moov,0.748237,10.33104
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e59,Savanes,Oti-Sud,Oti-Sud 1,Gando,"Moov, Togocom",Togocom,0.748237,10.33104
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e5a,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Nsp,Non renseigne,1.098618,6.23636
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e5b,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.215767,10.874138
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e5c,Maritime,Zio,Zio 2,Kovié,"Moov, Togocom",Moov,1.11269,6.342643
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e5c,Maritime,Zio,Zio 2,Kovié,"Moov, Togocom",Togocom,1.11269,6.342643
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e5d,Savanes,Oti,Oti 2,Barkoissi,Moov,Moov,0.28303,10.565029
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e5e,Maritime,Yoto,Yoto 1,Tabligbo,Togocom,Togocom,1.51001,6.601698
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e5f,Maritime,Zio,Zio 1,Djagblé,"Moov, Togocom",Moov,1.279205,6.248862
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e5f,Maritime,Zio,Zio 1,Djagblé,"Moov, Togocom",Togocom,1.279205,6.248862
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e60,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,Moov,Moov,0.470965,10.741367
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e61,Savanes,Oti,Oti 2,Barkoissi,Togocom,Togocom,0.302185,10.556337
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e62,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.201876,10.850505
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e62,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.201876,10.850505
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e63,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.184031,10.888951
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e63,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.184031,10.888951
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e64,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.214643,10.871875
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e64,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.214643,10.871875
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e65,Maritime,Avé,Avé 1,Ando,"Moov, Togocom",Moov,0.754005,6.47764
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e65,Maritime,Avé,Avé 1,Ando,"Moov, Togocom",Togocom,0.754005,6.47764
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e66,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Moov,0.380953,10.727593
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e66,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Togocom,0.380953,10.727593
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e67,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,"Moov, Togocom",Moov,0.574003,9.96934
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e67,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,"Moov, Togocom",Togocom,0.574003,9.96934
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e68,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.188855,10.867603
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e68,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.188855,10.867603
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e69,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.214325,10.871425
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e69,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.214325,10.871425
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e6a,Maritime,Zio,Zio 3,Agbélouvé,"Moov, Togocom",Moov,0.907168,6.74981
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e6a,Maritime,Zio,Zio 3,Agbélouvé,"Moov, Togocom",Togocom,0.907168,6.74981
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e6b,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.18245,10.887917
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e6b,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.18245,10.887917
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e6c,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Moov,0.018343,10.74678
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e6c,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Togocom,0.018343,10.74678
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e6d,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Togocom,Togocom,0.574118,9.969513
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e6e,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Moov,0.381432,10.727938
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e6e,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Togocom,0.381432,10.727938
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e6f,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,Moov,Moov,0.47059,10.74273
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e70,Maritime,Avé,Avé 1,Ando,Moov,Moov,0.734727,6.48721
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e71,Savanes,Oti,Oti 2,Barkoissi,Togocom,Togocom,0.303097,10.556067
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e72,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.213388,10.870988
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e72,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.213388,10.870988
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e73,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.181107,10.884306
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e73,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.181107,10.884306
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e74,Maritime,Avé,Avé 2,Badja,"Moov, Togocom",Moov,0.997162,6.39894
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e74,Maritime,Avé,Avé 2,Badja,"Moov, Togocom",Togocom,0.997162,6.39894
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e75,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Moov,0.381565,10.727868
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e75,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Togocom,0.381565,10.727868
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e76,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,Moov,Moov,0.470305,10.742893
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e77,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Nsp,Non renseigne,0.574978,9.969069
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e78,Savanes,Oti-Sud,Oti-Sud 1,Gando,"Moov, Togocom",Moov,0.75015,10.345005
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e78,Savanes,Oti-Sud,Oti-Sud 1,Gando,"Moov, Togocom",Togocom,0.75015,10.345005
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e79,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Nsp,Non renseigne,0.575553,9.968897
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e7a,Maritime,Zio,Zio 3,Agbélouvé,Moov,Moov,0.90694,6.750107
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e7b,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Moov,0.362946,10.724894
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e7b,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Togocom,0.362946,10.724894
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e7c,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",Moov,0.469895,10.742728
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e7c,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",Togocom,0.469895,10.742728
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e7d,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,Togocom,Togocom,0.574515,9.968898
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e7e,Kara,Kéran,Kéran 1,Kantè,Nsp,Non renseigne,1.04423,9.956928
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e7f,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.178567,10.873127
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e80,Maritime,Zio,Zio 1,Tsévié,"Moov, Togocom",Moov,1.210649,6.43956
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e80,Maritime,Zio,Zio 1,Tsévié,"Moov, Togocom",Togocom,1.210649,6.43956
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e81,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.211832,10.870129
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e82,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Moov,Moov,0.003605,10.748263
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e83,Maritime,Zio,Zio 3,Agbélouvé,"Moov, Togocom",Moov,0.906885,6.750432
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e83,Maritime,Zio,Zio 3,Agbélouvé,"Moov, Togocom",Togocom,0.906885,6.750432
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e84,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.202531,10.852458
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e84,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.202531,10.852458
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e85,Maritime,Avé,Avé 2,Aképé,Togocom,Togocom,1.057785,6.241156
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e86,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Moov,0.003527,10.748167
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e86,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Togocom,0.003527,10.748167
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e87,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Moov,0.402732,10.698922
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e87,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Togocom,0.402732,10.698922
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e88,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",Moov,0.46911,10.74275
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e88,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",Togocom,0.46911,10.74275
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e89,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.185603,10.887663
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e8a,Savanes,Oti-Sud,Oti-Sud 1,Gando,"Moov, Togocom",Moov,0.749223,10.345903
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e8a,Savanes,Oti-Sud,Oti-Sud 1,Gando,"Moov, Togocom",Togocom,0.749223,10.345903
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e8b,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.212482,10.868308
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e8c,Maritime,Yoto,Yoto 1,Tabligbo,Moov,Moov,1.512718,6.580755
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e8d,Maritime,Zio,Zio 1,Djagblé,Nsp,Non renseigne,1.28067,6.27096
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e8e,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.184502,10.861767
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e8f,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Moov,0.003558,10.748025
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e8f,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Togocom,0.003558,10.748025
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e90,Maritime,Zio,Zio 1,Djagblé,Moov,Moov,1.280637,6.270219
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e91,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Moov,0.003635,10.7479
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e91,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Togocom,0.003635,10.7479
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e92,Maritime,Yoto,Yoto 1,Tabligbo,Togocom,Togocom,1.500032,6.589098
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e93,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.212738,10.867533
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e93,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.212738,10.867533
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e94,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Moov,0.00335,10.747912
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e94,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,"Moov, Togocom",Togocom,0.00335,10.747912
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e95,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.187703,10.884002
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e95,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.187703,10.884002
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e96,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.203692,10.855167
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e96,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.203692,10.855167
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e97,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Moov,0.403003,10.698743
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e97,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,"Moov, Togocom",Togocom,0.403003,10.698743
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e98,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Moov,0.187326,10.882799
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e98,Savanes,Tône,Tône 1,Dapaong,"Moov, Togocom",Togocom,0.187326,10.882799
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e99,Savanes,Tandjoaré,Tandjoaré 2,Tampialime,Moov,Moov,0.002323,10.747593
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e9a,Maritime,Zio,Zio 1,Davié,"Moov, Togocom",Moov,1.193471,6.355594
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e9a,Maritime,Zio,Zio 1,Davié,"Moov, Togocom",Togocom,1.193471,6.355594
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e9b,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.221538,10.86504
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e9c,Savanes,Tône,Tône 1,Dapaong,Togocom,Togocom,0.185166,10.885714
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e9d,Maritime,Avé,Avé 2,Aképé,"Moov, Togocom",Moov,1.057367,6.240423
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e9d,Maritime,Avé,Avé 2,Aképé,"Moov, Togocom",Togocom,1.057367,6.240423
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e9e,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",Moov,0.498177,10.742928
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e9e,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Ogaro,"Moov, Togocom",Togocom,0.498177,10.742928
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e9f,Maritime,Zio,Zio 1,Davié,"Moov, Togocom",Moov,1.193748,6.358311
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6e9f,Maritime,Zio,Zio 1,Davié,"Moov, Togocom",Togocom,1.193748,6.358311
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07ca73f53_6ea0,Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,Togocom,Togocom,0.419452,10.696818
